what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.trace,1.0.100.v20130508-1926,"org.eclipse.ui.trace",1551348552929
started,bundle,org.eclipse.ui.views,3.6.100.v20130326-1250,"org.eclipse.ui.views",1551348552930
started,bundle,org.eclipse.ui.views.log,1.0.400.v20130515-2009,"org.eclipse.ui.views.log",1551348552930
started,bundle,org.eclipse.ui.workbench,3.105.2.v20140211-1711,"org.eclipse.ui.workbench",1551348552930
started,bundle,org.eclipse.ui.workbench.texteditor,3.8.101.v20130729-1318,"org.eclipse.ui.workbench.texteditor",1551348552931
started,bundle,org.eclipse.update.configurator,3.3.200.v20140203-1328,"org.eclipse.update.configurator",1551348552931
started,bundle,org.eclipse.wst.common.emf,1.2.200.v201301171800,"org.eclipse.wst.common.emf",1551348552931
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1551348552932
started,bundle,org.eclipse.wst.common.frameworks,1.2.200.v201203141800,"org.eclipse.wst.common.frameworks",1551348552932
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.201.v201208292200,"org.eclipse.wst.common.frameworks.ui",1551348552932
started,bundle,org.eclipse.wst.common.modulecore,1.2.302.v201311131500,"org.eclipse.wst.common.modulecore",1551348552933
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030424,"org.eclipse.wst.common.project.facet.core",1551348552933
started,bundle,org.eclipse.wst.jsdt.core,1.3.1.v201401291437,"org.eclipse.wst.jsdt.core",1551348552934
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.400.v201204261600,"org.eclipse.wst.jsdt.manipulation",1551348552934
started,bundle,org.eclipse.wst.jsdt.ui,1.1.401.v201401171657,"org.eclipse.wst.jsdt.ui",1551348552935
started,bundle,org.eclipse.wst.server.core,1.5.100.v20140109_1422,"org.eclipse.wst.server.core",1551348552936
started,bundle,org.eclipse.wst.server.ui,1.4.200.v20140106_1456,"org.eclipse.wst.server.ui",1551348552936
